,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,
907,Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,2022-06-05,USRC12201441,509,68.2,553783547,83450,40562156,68,238368386,2671201,481825,313806405,2994040421,62996039,57,355757,1832,25,274193,51,80033346,22268,,3470453,1,
914,3 Nights,"Don't Forget About Me, Demos",Dominic Fike,2018-10-16,USQX91802455,2929,25.8,987061577,170786,42953760,73,118458946,1182389,87128,32067807,219224269,5644556,164,5728,178,65,915322,27,18478625,37571,,5057667,0,
917,Danza Kuduro,Vem Dancar Kuduro,Don Omar,2010-01-01,USUM71020778,1605,36.6,1656974409,266408,90687992,76,597309937,3662324,61112,16978206,191397624,76476049,104,9175,129,75,1831607,68,851261577,1379850,,3110,0,
918,Taboo,Meet the Orphans (Deluxe Edition),Don Omar,2010-01-01,USUM71025734,4451,19.8,210904340,32972,17062785,66,1096124254,3571813,4471,2661983,22688824,159360588,11,5612,30,16,182534,20,270829417,137297,,1655972,0,
919,No Idea,No Idea,Don Toliver,2019-05-29,USAT21903300,529,66.8,922761340,176497,26466335,74,469284408,5223780,5114497,684428445,5254571599,110233854,99,6060,48,42,178187,3,6865074,48657,64436371,4594225,0,
920,After Party,Heaven Or Hell,Don Toliver,2020-03-13,USAT22001223,2005,32.2,706711575,170468,34103511,69,133159545,1623904,379039,144853884,1092802231,70837,70,17736,203,16,37040,11,11521920,46060,,1400011,1,
926,Boyfriend,Boyfriend,Dove Cameron,2022-11-02,USQX92200693,774,55.1,637836235,96878,50739981,68,182917309,3547237,488047,311431134,1955825500,3121389798,54,241487,2099,38,346695,35,54288683,24559,,2178227,1,
928,Marvins Room,Marvins Room,Drake,2011-07-22,USCM51100267,3624,22.5,597923434,102247,25718396,68,201599895,1427945,27417,22548238,138482890,10451007,81,185,16,12,148200,37,514851526,1225805,2647672,,1,
929,Take Care,Take Care (Deluxe),Drake,2011-11-15,USCM51100547,3431,23.4,622498643,110679,26798475,70,454602464,2153347,23770,11732654,82945578,164634951,93,180,10,17,485892,24,499293917,876303,,5506262,1,
930,The Motto,Take Care (Deluxe),Drake,2011-11-15,USCM51100731,3630,22.5,549699659,89323,25996675,68,76930754,622540,2177,1966065,13825915,11000116,89,39594,118,21,241905,13,856303899,1008460,,,1,
931,Hotline Bling,Hotline Bling,Drake,2015-07-31,USCM51500238,1588,36.7,1335494972,205003,49738762,72,165545575,1446742,1792131,38122550,284269402,6143,376,94699,123,110,968651,55,413500693,573437,,11339270,0,
932,Jumpman,What A Time To Be Alive,Drake,2015-09-20,USCM51500300,2994,25.5,820380309,115960,29602345,64,148373482,954330,1239950,5335752,33118908,1390247,187,12214,16,34,272333,31,610262729,303867,,2988035,1,
933,One Dance,One Dance (feat. Wizkid & Kyla) - Single,Drake,2016-04-04,USCM51600028,518,67.9,3192204066,379853,131832723,82,456806913,5068762,2381341,51227212,388544079,6670180,550,184311,932,165,1383884,97,714508129,601041,,21316589,0,
934,Too Good,Views,Drake,2016-04-29,USCM51600088,4074,21.1,1052473730,126251,30938220,68,10990620,127032,822513,34368983,308797315,,176,28897,1,33,256100,22,363023813,129377,,4577263,1,
935,Fake Love,Crowd Pleasers,Drake,2017-01-27,USCM51700084,3161,24.5,967826246,87948,19654087,65,56482887,560879,1235154,7119625,41423093,2925,121,5,73,9,137517,10,439800476,322434,,3095923,1,
936,Passionfruit,More Life,Drake,2017-03-18,USCM51700072,1309,41.1,1625307365,288559,72837714,77,410329826,2747230,185316,144066647,907498533,2327344,241,26825,51,76,401696,28,176739390,142939,7711539,5160420,0,
937,God's Plan,Diplomatic Immunity,Drake,2018-01-20,USCM51800004,278,92.9,2529948475,313741,79266167,77,2040639375,19912225,640874,70576617,634177218,254153311,226,14465,442,103,898454,76,527043451,707727,,9512236,1,
938,Nice For What,Nice For What,Drake,2018-06-04,USCM51800077,1544,37.4,1276685592,192868,46195383,72,516887687,3647970,26591,12343640,107294147,70883061,187,11500,335,37,120342,51,213646566,80659,,6416734,1,
939,In My Feelings,Scorpion,Drake,2018-06-29,USCM51800206,766,55.4,1389607643,179820,36937605,68,749282095,9464140,294022,46457728,521014819,204014215,144,18150,396,65,496515,53,344214850,668750,,7188287,1,
940,Nonstop,Scorpion,Drake,2018-06-29,USCM51800191,1239,42.6,1118459427,175188,51548109,71,409939539,3134200,1703073,223929731,2167216619,2107447,147,242,107,28,228758,30,283709268,193608,6347238,4021390,1,
941,Money In The Grave (Drake ft. Rick Ross),The Best In The World Pack,Drake,2019-06-15,USCM51900318,2275,30,970219741,180650,36876067,70,243075035,2053120,123248,45510979,371952869,35845729,,44396,184,,,27,,,,,1,
942,Chicago Freestyle (feat. Giveon),Dark Lane Demo Tapes,Drake,2020-01-05,USUG12001407,1462,38.3,763384135,200270,32837352,72,182844852,1503848,1215,958715,5371997,358952,61,146,14,25,174131,10,80929321,36854,,1880744,1,
943,Toosie Slide,Toosie Slide,Drake,2020-03-04,USUG12001281,505,68.7,1059262917,200623,36388485,64,507137305,5604031,3039186,404119328,3734881670,352518335,146,185567,31,79,1163129,30,122896641,156657,,5308249,1,
944,Laugh Now Cry Later (feat. Lil Durk),Laugh Now Cry Later (feat. Lil Durk),Drake,2020-08-14,USUG12001748,645,59.6,962634706,222576,40254416,69,645367972,5525087,59816,28688641,232612189,200715765,170,1830,49,71,208959,29,111165919,54849,,2255595,1,
945,Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,2021-03-09,USUG12104409,348,82.1,732652170,217189,35225322,72,247680355,2184804,264300,95344150,711702658,379789269,67,3965,443,10,74228,26,96181566,75646,43754739,2095961,1,
946,Way 2 Sexy (with Future & Young Thug),Certified Lover Boy,Drake,2021-03-09,USUG12104403,555,64.7,559759920,159492,30567448,67,190901062,2026532,763500,263361535,2410691959,190621640,102,3271,750,27,359622,45,72871746,170628,21747449,2092908,1,
947,Fair Trade (with Travis Scott),Certified Lover Boy,Drake,2021-03-09,USUG12104402,708,57.6,819136167,220374,42648915,75,173633158,1399290,66599,33795573,327393753,243761287,67,60,81,30,783511,8,44693468,12411,,1942002,1,
948,Girls Want Girls (with Lil Baby),Certified Lover Boy,Drake,2021-03-09,USUG12104399,1168,43.9,459480135,137691,22202207,68,94845922,710635,97707,54238635,550340528,27126576,77,1996,608,24,203415,46,63766205,182395,,1506723,1,
949,Champagne Poetry,Certified Lover Boy,Drake,2021-03-09,USUG12104397,2836,26.3,308396120,99705,14089454,66,63664549,669096,258830,147816112,1204022719,22392532,16,981,12,10,140499,2,6705531,7745,,298898,1,
950,No Friends In The Industry,Certified Lover Boy,Drake,2021-03-09,USUG12104408,4267,20.4,219008713,75763,15186307,62,45087615,436734,18678,7831496,99452041,21726724,38,4525,77,8,137842,8,32145840,6808,,618189,1,
951,Wants and Needs (feat. Lil Baby),Scary Hours 2,Drake,2021-05-03,USUG12101042,985,48.6,793287638,225513,37094631,71,104966782,872923,36542,45722496,319496635,783169,130,18714,82,21,693216,18,57284328,23173,,2221501,1,
952,Rich Flex,Her Loss,Drake,2022-04-11,USUG12208598,320,85.5,812274757,185579,57165405,73,86053276,651228,317033,223409952,1834709832,41553113,116,644,128,27,1296204,54,61423121,33488,,2300268,1,
953,Spin Bout U,Her Loss,Drake,2022-04-11,USUG12208603,856,52.6,356685934,88034,16963292,71,56086730,430375,76706,32337952,229937284,258434,37,412,93,3,171037,37,48943722,16367,13209166,1574072,1,
954,On BS,Her Loss,Drake,2022-04-11,USUG12208600,1333,40.7,253540951,82934,17735363,67,22665894,368326,144311,72901216,494336128,24050,17,1,25,2,136913,18,13857732,3847,9123989,508529,1,
955,Pussy & Millions (feat. Travis Scott),Her Loss,Drake,2022-04-11,USUG12208607,1712,35.3,273457499,90842,21454523,67,13496528,220640,12342,7386007,67251486,1842707,15,27,,11,198898,5,15485649,2964,,379631,1,
956,Circo Loco,Her Loss,Drake,2022-04-11,USUG12208606,2077,31.6,201467069,74719,15970383,65,20937003,225873,21780,12829866,119899800,,25,1,633,5,139795,8,31344634,4389,,765958,1,
957,Major Distribution,Her Loss,Drake,2022-04-11,USUG12208599,2430,28.9,199662854,70800,15434966,62,26734808,271645,11861,11825705,100007156,82427107,27,37,118,4,14577,8,14356375,2621,,312418,1,
958,Jumbotron Shit Poppin,Her Loss,Drake,2022-04-11,USUG12208610,2635,27.4,126296463,44782,4407877,62,37702345,528716,23780,8679451,70817893,146398901,22,841,,1,891,,5094223,3119,9731011,588261,1,
959,Privileged Rappers,Her Loss,Drake,2022-04-11,USUG12208602,3330,23.8,167840439,54445,11034203,64,25641544,341459,11619,6189301,52937881,1826933,6,24,118,,,,17826325,2084,,420954,1,
960,Broke Boys,Her Loss,Drake,2022-04-11,USUG12208608,3399,23.5,143220845,57819,6493900,61,17892665,186286,8535,2306269,26577093,,4,57,8,3,2699,12,11161976,2938,,333934,1,
961,Hours In Silence,Her Loss,Drake,2022-04-11,USUG12208604,4218,20.6,147688885,45526,10274263,65,27720116,202844,4828,1267812,12548958,,11,134,2,1,3521,2,7663068,3362,,541833,1,
962,Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",Drake,2022-06-17,USUG12204897,192,109.7,971473231,239671,77479207,78,198796965,2003253,803500,85725313,926300276,327806846,110,1041,641,18,314003,57,50899547,48037,24117364,3142892,1,
963,Massive,"Honestly, Nevermind",Drake,2022-06-17,USUG12204890,873,51.7,253114498,111173,20965015,65,42397563,402014,188128,77604432,887138394,49818215,57,67376,768,14,191109,28,15938883,134597,4254609,2091080,0,
964,Sticky,"Honestly, Nevermind",Drake,2022-06-17,USUG12204888,1492,37.9,253177498,83779,16621189,66,79370407,913062,141579,62240027,612598555,99651539,40,2011,826,10,190743,23,28529396,12106,8402779,1006549,1,
965,Jimmy Cook's (feat. 21 Savage),"Honestly, Nevermind",Drake,2022-06-17,USUG12204898,3097,24.8,971473231,8682,1452190,48,66659649,434146,,,,,30,184134,,1,192,,,,,,0,
986,Broccoli (feat. Lil Yachty),Broccoli (feat. Lil Yachty) - Single,DRAM,2016-06-04,USUYG1098775,1947,32.7,849055927,131131,22922803,58,464235914,3109287,79224,41047197,214959368,243279146,132,1110,,24,52127,2,325862117,772283,,4186604,1,
987,Skechers,Skechers,DripReport,2020-12-01,QZFYX2083092,3280,24,402600493,78831,9948573,60,31685487,843639,1921469,308754044,2812434668,70368,41,,,8,62612,2,6114736,122858,,3331270,1,
988,New Rules,Dua Lipa (Complete Edition),Dua Lipa,2015-01-01,GBAHT1600310,1561,37.1,2098443322,158842,106310954,75,465005054,3549062,4551367,132602419,1171223563,222121489,387,180202,369,345,1063913,72,328602850,152884,,12753303,0,
989,IDGAF,Dua Lipa (Deluxe),Dua Lipa,2017-02-06,GBAHT1600301,3675,22.4,1583012380,108894,36019109,71,223607979,2045247,737796,18251968,135618240,21900,129,277,56,190,438831,25,111497932,51095,,6705604,1,
990,Don't Start Now,Don't Start Now,Dua Lipa,2019-10-31,GBAHT1901121,149,124.6,2607121959,270230,143953432,78,1201600884,10239198,4725570,414013363,3535661993,2374637534,581,999941,954,632,4254903,118,313923242,99949,,13421701,0,
991,Physical,Physical,Dua Lipa,2020-01-30,GBAHT1901298,1115,45.1,967029446,108666,29267130,71,570687048,4489378,159047,39077139,430832681,412519641,231,334802,67,172,2365006,57,40101832,10420,,5988911,0,
992,Break My Heart,Break My Heart,Dua Lipa,2020-03-25,GBAHT1901303,496,69.2,1198689895,130486,49149923,71,761387435,6874611,975132,134321535,1509626629,2047745592,203,586919,348,301,405292,37,190687007,33201,,6690156,0,
993,Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,2020-03-27,GBAHT2000942,184,111.3,2074721986,255296,109442317,77,1665434424,15432964,858364,324510578,2649555956,4124133645,388,476547,659,250,2098761,46,188728577,98317,,7948325,0,
994,Levitating,Future Nostalgia,Dua Lipa,2020-03-27,GBAHT1901299,841,52.9,946842175,145601,34376048,73,39855160,660222,1493355,552112407,4779580212,52496892,269,704419,,73,1232589,107,85497325,33210,,3946971,0,
995,Love Again,Future Nostalgia,Dua Lipa,2020-03-27,GBAHT1901302,1279,41.7,665464734,90805,19218236,67,419361718,3354831,100817,29557917,296169569,2170415568,104,381613,593,46,572047,6,75309642,14292,,6223371,0,
996,Fever,Future Nostalgia,Dua Lipa,2020-03-27,GBAHT2000834,3532,22.9,381166294,50838,9475236,57,168485708,1688852,1500542,51527633,728998950,67708098,102,80249,,72,1529225,17,24075812,4290,,2185831,0,
997,We're Good,Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-11-02,GBAHT2001117,2049,31.8,515693079,56753,16981156,62,139617172,1511209,76990,24650112,200621230,346012847,106,265354,162,40,409034,28,129291565,11386,,2909613,0,
1004,Jiggle Jiggle,Jiggle Jiggle,Duke & Jones,2022-05-13,GBARL2201151,891,51.2,121214716,37436,6111674,56,12801028,183570,4762920,1378075519,14693507776,1804738,13,4797,1168,2,2613,10,2538534,16457,,1772963,0,
1005,Ocean Drive,Ocean Drive,Duke Dumont,2015-07-31,GBUM71504503,4246,20.5,624262344,152117,23361260,68,139990813,953527,30003,5605679,61873397,41851,180,56327,34,50,357747,3,70073404,48317,15506367,13112923,0,
1006,She Don't Give a Fo,"Trapgentina, Vol. 1",Duki,2017-07-12,QZ5FN1767793,4409,19.9,500565437,74725,14234889,70,644380652,4455611,43604,35536108,217482856,53428,3,1789,,7,45112,3,604004,2295,,995726,0,
1007,Arcade,Arcade,Duncan Laurence,2019-07-03,NL1TK1900001,1029,47.4,1184536529,199838,52970224,69,439603979,6566306,1458534,698504294,6956515458,852884,124,162431,210,51,343757,20,43572216,21328,,11835805,0,
1008,Praise The Lord (Da Shine) (feat. Skepta) - Durdenhauer Edit,Praise The Lord (Da Shine) (feat. Skepta) [Durdenhauer Edit],Durdenhauer,2022-11-18,USRC12204018,3039,25.1,99316941,58228,27538538,65,5711976,91362,33703,18769387,304670358,,28,4799,,26,355827,6,3120,,2886999,604632,1,
1009,Small Town Boy,Small Town Boy,Dustin Lynch,2017-02-17,US58E1700584,4336,20.2,333982743,34123,5288629,61,266675091,1417694,24576,2184778,17970098,437206591,,132781,22,3,3668,18,535628333,121546,,,0,
1010,ROLLIN N CONTROLLIN FREESTYLE,Woo Shit,DUSTY LOCANE,2020-06-08,USUYG1329885,4137,20.9,153213678,70131,7126412,53,66414830,840510,105736,102787553,648833938,4166998,8,1242,,2,285,,1830754,2960,23893875,642918,1,
1011,Close Eyes,Close Eyes,DVRST,2021-01-02,QZHN82186053,1448,38.6,495840131,118862,32562324,70,387463291,5208321,449015,241463961,2643309542,29716281,27,1608,,4,83840,2,5168428,5733,,3204964,1,
1012,You're Welcome,Moana (Original Motion Picture Soundtrack/Deluxe Edition),Dwayne Johnson,2016-11-18,USWD11677860,1372,40,551115166,57721,18005001,66,1771543816,5769300,111892,49656709,392249223,197196114,66,1063,343,6,87438,18,225519413,249685,185473,884422,0,
1016,Can't Have Mine,Can't Have Mine - Single,Dylan Scott,2022-02-18,USCRB2200013,4170,20.7,98538888,14642,4147528,60,16119088,140631,100893,6565030,66770114,299226,15,211013,41,1,87320,13,65659307,5819,,532133,0,
1018,In My Mind,In My Mind,Dynoro,2017-11-15,QZ22B1859046,567,63.8,1432473324,235239,70280564,74,1652679786,14105895,973173,34950153,481312317,476314802,182,112709,,146,2190340,42,138789970,54653,,17057505,0,
1022,Cool Kids,Summer Sampler,Echosmith,2013-11-06,USWB11301764,3035,25.2,570026061,96205,24431944,66,264363262,2861659,7557400,939746125,9749942173,12609593,44,15602,348,43,75827,2,226065803,236037,,,0,
1023,Kini Ecko Pergi Meninggalkanku,Kini Ecko Pergi Meninggalkanku,Ecko Show,2022-06-10,IDA832200929,3917,21.6,3479935,487,24227,29,45732371,409950,1802891,176753219,2877575926,,,41,,,,,,,,20289,0,
1025,Fuentes de Ortiz,mix pa llorar en tu cuarto,Ed Maverick,2018-02-03,QZBRF1813584,4538,19.5,583209382,66332,17627488,71,561013544,4030692,56188,25942489,187698778,34698023,27,931,4,18,54106,14,2659814,6481,,1385244,1,
1026,Thinking out Loud,Full Circle: The Live Anthology,Ed Sheeran,2011-11-20,GBAHS1400099,3253,24.1,2502925593,212574,119020197,76,430771444,3399564,168386,63593438,548933681,25654740,360,197343,100,346,1160637,80,,,,26904347,0,
1027,Photograph,x (Wembley Edition),Ed Sheeran,2013-01-01,GBAHS1400094,980,48.8,2525355904,208671,121163411,77,1884843329,9916244,1459274,502385405,4406781129,1706776803,249,89818,80,234,603824,54,450907868,190210,35594470,17163765,0,
1028,Shape of You,Shape of You,Ed Sheeran,2017-06-01,GBAHS1600463,54,195.1,3909458734,316378,148037882,80,8013997219,45770887,2270315,194420058,2320856331,2294804623,465,402829,282,512,2710931,115,733565655,651557,78149375,1146246,0,
1029,Castle on the Hill,Castle on the Hill,Ed Sheeran,2017-06-01,GBAHS1600462,1635,36.2,1340305216,128114,42923398,73,1019821605,5831559,800468,76231108,545871218,427924192,157,121979,38,35,958613,46,170688260,99246,,23833,0,
1030,Beautiful People (feat. Khalid),Beautiful People (feat. Khalid),Ed Sheeran,2019-06-28,GBAHS1900885,1775,34.6,1394345347,119546,43578048,66,634929672,4748135,672092,42325420,449458094,796384125,,439,278,,,57,,,,,0,
1031,I Don't Care (with Justin Bieber),I Don't Care (with Justin Bieber),Ed Sheeran,2019-10-05,GBAHS1900672,735,56.5,1816356140,156748,74047669,70,1095859229,11144552,209758,24824442,246666552,2108390436,46,404463,224,185,402505,83,,,,,1,
1032,South of the Border (feat. Camila Cabello & Cardi B),South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,2019-11-07,GBAHS1900714,2665,27.3,765374782,69032,29531913,67,419150011,3838603,77443,6020979,43199667,171357012,109,136075,43,353,748613,32,51150454,40049,524871,4294116,0,
1033,Bad Habits,#NAME?,Ed Sheeran,2020-01-01,GBAHS2100318,159,120.8,1754311538,271758,62218811,74,958790883,7686994,1036355,225139300,2658904267,3526952174,454,1347725,1035,352,7318680,136,269834154,88143,17144484,15886717,0,
1034,Shivers,#NAME?,Ed Sheeran,2020-01-01,GBAHS2100671,330,84.4,1568058093,188855,77441110,77,683237554,4641763,389848,88427778,1292107474,4334606324,263,925333,1773,222,4658778,112,290859819,66708,,10179048,0,
1035,Afterglow,#NAME?,Ed Sheeran,2020-01-01,GBAHS2001193,3345,23.7,461495506,64344,35844454,63,183828202,2212191,224600,65566122,574322224,8907151,150,231033,81,51,659475,37,20459070,7837,,4121636,0,
1037,Home,Home,Edith Whiskers,2020-10-16,GBVHN2000009,1441,38.8,382143321,98433,18158287,65,97046738,1206503,3427248,1773657538,12626614888,11006,7,116,176,5,100685,,1117990,2788,6306655,3370245,0,
1038,Royalty,Royalty,Egzod,2021-04-22,GB2LD2110089,2432,28.9,317252487,52261,12634570,74,156128236,2068133,663619,152831129,1989420692,221808922,6,7016,,8,279094,2,345081,403,10207343,4302673,0,
1039,Singapur,El Androide,El Alfa,2020-05-15,USDY42003198,3641,22.5,200520284,32859,6302679,64,477774248,3156383,619224,144110176,1255331962,9497811,6,1955,78,4,17685,8,6405667,6171,,576685,0,
1040,LOS APARATOS,LOS APARATOS,El Alfa,2022-03-08,QM6P42213591,3943,21.5,137720938,30579,5580377,65,153725209,1337733,1167,47967,950882,3483302,12,9181,40,6,67183,1,3762219,1338,,602689,0,
1041,Gogo Dance,SABIDURIA,El Alfa,2022-07-04,QM4TX2261587,1385,39.8,122568157,29662,6577251,64,208114605,1550438,2465021,817858920,9097455103,505317,7,4532,551,3,11224,18,10444115,5832,,1211590,1,
1043,Dame Tu Cosita (feat. Cutty Ranks),Dame Tu Cosita,El Chombo,2018-04-15,FR6Q11800035,2729,26.9,47325533,11423,1899926,54,585319992,2136542,5161110,484259534,6695334604,,3,6147,13,2,428,,328189,11258,,580948,0,
1044,Bailando,Bailandome,El Jordan 23,2022-10-02,QZFZ72288773,3954,21.5,138986512,24359,2386279,61,266765542,1330194,89573,33563623,240950847,102272379,4,609,,1,3148,,,,,410223,0,
1048,Mbappe,"SEN2 KBRN, VOL. 2",Eladio Carrion,2022-11-18,QMDA72266870,3250,24.1,204730798,35882,4007932,68,94105710,701021,153900,45043047,411286349,2672924,12,4737,836,6,83143,9,1156454,799,,258504,1,
1055,Min Awel Dekika,Min Awel Dekika,Elissa,2022-04-05,LBA132200641,2040,31.9,24195796,7751,520105,52,513974720,3902623,32737,1654100,40801186,15212684,4,1416,,3,209635,,,,,968681,0,
1056,B.O.T.A. (Baddest Of Them All) - Edit,B.O.T.A. (Baddest Of Them All) / Move To The,Eliza Rose,2022-06-15,QZAKB2166405,1389,39.7,325902688,119047,39606593,70,1958012,26829,72700,15284294,127015419,9060,90,84205,,45,328312,62,150099,1128,,,0,
1057,B.O.T.A. (Baddest Of Them All),B.O.T.A. (Baddest Of Them All) / Move To The,Eliza Rose,2022-06-15,QZAKB2166448,2397,29.1,47723324,34495,3089794,52,90212996,801572,1100254,330038147,3829712483,879640561,16,26742,865,1,817,1,103851,977,,3631070,0,
1060,Trip,Trip,Ella Mai,2018-03-08,USUM71810720,1747,34.9,502147027,69350,20445990,66,543883053,3896527,1444867,22688020,208386139,95476628,64,131301,27,21,153682,22,318057593,144672,,3345381,0,
1061,Boo'd Up,Ella Mai,Ella Mai,2018-12-10,USUM71814738,2726,27,79783827,9749,2909695,53,606083529,3884982,,,,97390609,21,3450,,9,474845,,303470045,326293,,4230367,0,
